SNOMED_ConceptId,ConceptId_Description,LTC_Category,Resolved
195958001,Segmental bullous emphysema (disorder),Chronic respiratory disease,0
195959009,Zonal bullous emphysema (disorder),Chronic respiratory disease,0
195963002,Acute vesicular emphysema (disorder),Chronic respiratory disease,0
195967001,Asthma (disorder),Chronic respiratory disease,0
195977004,Mixed asthma (disorder),Chronic respiratory disease,0
195984007,Recurrent bronchiectasis (disorder),Chronic respiratory disease,0
195985008,Post-infective bronchiectasis (disorder),Chronic respiratory disease,0
196001008,Chronic obstructive pulmonary disease with acute lower respiratory infection (disorder),Chronic respiratory disease,0
196027008,Toxic bronchiolitis obliterans (disorder),Chronic respiratory disease,0
196028003,Chronic pulmonary fibrosis caused by chemical fumes (disorder),Chronic respiratory disease,0
196051003,Drug-induced interstitial lung disorder (disorder),Chronic respiratory disease,0
196053000,Chronic drug-induced interstitial lung disorders (disorder),Chronic respiratory disease,0
196115007,Pulmonary congestion and hypostasis (disorder),Chronic respiratory disease,0
196116008,Pulmonary hypostasis (disorder),Chronic respiratory disease,0
196125002,Diffuse interstitial pulmonary fibrosis (disorder),Chronic respiratory disease,0
196133001,Lung disease with systemic sclerosis (disorder),Chronic respiratory disease,0
196135008,Pulmonary amyloidosis (disorder),Chronic respiratory disease,0
197367007,Hepatic granulomas in berylliosis (disorder),Chronic respiratory disease,0
225057002,Brittle asthma (disorder),Chronic respiratory disease,0
233627004,Congenital cystic bronchiectasis (disorder),Chronic respiratory disease,0
233628009,Acquired bronchiectasis (disorder),Chronic respiratory disease,0
233629001,Idiopathic bronchiectasis (disorder),Chronic respiratory disease,0
233630006,Obstructive bronchiectasis (disorder),Chronic respiratory disease,0
233666007,Young's syndrome (disorder),Chronic respiratory disease,0
233675009,Toxic emphysema (disorder),Chronic respiratory disease,0
233678006,Childhood asthma (disorder),Chronic respiratory disease,0
233679003,Late onset asthma (disorder),Chronic respiratory disease,0
233683003,Hay fever with asthma (disorder),Chronic respiratory disease,0
233688007,Sulfite-induced asthma (disorder),Chronic respiratory disease,0
233691007,Asthmatic pulmonary eosinophilia (disorder),Chronic respiratory disease,0
233692000,Cryptogenic pulmonary eosinophilia (disorder),Chronic respiratory disease,0
233703007,Interstitial lung disease (disorder),Chronic respiratory disease,0
233713004,Seasonal cryptogenic organizing pneumonia with biochemical cholestasis (disorder),Chronic respiratory disease,0
233714005,Diffuse infiltrative lung disease (disorder),Chronic respiratory disease,0
233715006,Idiopathic diffuse pulmonary ossification (disorder),Chronic respiratory disease,0
233718008,Pulmonary tuberous sclerosis (disorder),Chronic respiratory disease,0
233725001,Drug-induced diffuse interstitial pulmonary fibrosis (disorder),Chronic respiratory disease,0
233726000,Localized pulmonary fibrosis (disorder),Chronic respiratory disease,0
233727009,Mediastinal radiation fibrosis (disorder),Chronic respiratory disease,0
233744008,Hilar lymph node sarcoidosis (disorder),Chronic respiratory disease,0
233749003,Complicated pneumoconiosis (disorder),Chronic respiratory disease,0
233761006,Subacute silicosis (disorder),Chronic respiratory disease,0
233767005,Stage 1 pulmonary sarcoidosis (disorder),Chronic respiratory disease,0
233768000,Stage 2 pulmonary sarcoidosis (disorder),Chronic respiratory disease,0
233769008,Stage 3 pulmonary sarcoidosis (disorder),Chronic respiratory disease,0
233770009,Stage 4 pulmonary sarcoidosis (disorder),Chronic respiratory disease,0
233771008,Endobronchial sarcoidosis (disorder),Chronic respiratory disease,0
233772001,Sarcoid pulmonary calcification (disorder),Chronic respiratory disease,0
235978006,Cystic fibrosis of pancreas (disorder),Chronic respiratory disease,0
238676008,Lofgrens syndrome (disorder),Chronic respiratory disease,0
240742009,Chronic pulmonary African histoplasmosis (disorder),Chronic respiratory disease,0
266355005,Bullous emphysema with collapse (disorder),Chronic respiratory disease,0
266356006,Atrophic (senile) emphysema (disorder),Chronic respiratory disease,0
266361008,Non-allergic asthma (disorder),Chronic respiratory disease,0
266368002,Post-inflammatory pulmonary fibrosis (disorder),Chronic respiratory disease,0
266370006,Trauma and postoperative pulmonary insufficiency (disorder),Chronic respiratory disease,0
277656005,Primary pulmonary hypoplasia (disorder),Chronic respiratory disease,0
277844007,Pulmonary lymphangioleiomyomatosis (disorder),Chronic respiratory disease,0
281239006,Exacerbation of asthma (disorder),Chronic respiratory disease,0
285381006,Acute infective exacerbation of chronic obstructive airways disease (disorder),Chronic respiratory disease,0
304527002,Acute asthma (disorder),Chronic respiratory disease,0
312453004,Asthma - currently active (finding),Chronic respiratory disease,0
313296004,Mild chronic obstructive pulmonary disease (disorder),Chronic respiratory disease,0
313297008,Moderate chronic obstructive pulmonary disease (disorder),Chronic respiratory disease,0
313299006,Severe chronic obstructive pulmonary disease (disorder),Chronic respiratory disease,0
319481006,Epinephrine 1:1000 500micrograms/0.5mL injection (product),Chronic respiratory disease,0
320099003,Albuterol 4mg m/r capsule,Chronic respiratory disease,0
320104002,Product containing precisely salbutamol 4 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320106000,Product containing precisely salbutamol (as salbutamol sulfate) 2 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320108004,Albuterol 2mg/5mL sugar free syrup,Chronic respiratory disease,0
320118009,Albuterol 500micrograms/1mL injection,Chronic respiratory disease,0
320119001,Albuterol 5mg/5mL intravenous infusion,Chronic respiratory disease,0
320136009,Salbutamol 100micrograms breath-actuated aerosol inhaler (product),Chronic respiratory disease,0
320139002,Albuterol 100micrograms CFC-free inhaler,Chronic respiratory disease,0
320141001,Albuterol 200micrograms breath-actuated dry powder inhaler,Chronic respiratory disease,0
320151000,Albuterol 100micrograms CFC-free breath-actuated aerosol inhaler,Chronic respiratory disease,0
320171009,Salbutamol 5mg/2.5mL nebulization unit (product),Chronic respiratory disease,0
320176004,Salbutamol 100micrograms inhaler (product),Chronic respiratory disease,0
320177008,Salbutamol 2.5mg/2.5mL nebulization unit (product),Chronic respiratory disease,0
320180009,Salbutamol 100mg/20mL nebulizer solution (product),Chronic respiratory disease,0
320201003,Terbutaline sulfate 500micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320203000,Product containing precisely terbutaline sulfate 5 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320244004,Salmeterol 25mcg inhaler (product),Chronic respiratory disease,0
320250009,Salmeterol 50micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320258002,Product containing precisely bambuterol hydrochloride 10 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320259005,Product containing precisely bambuterol hydrochloride 20 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320263003,Eformoterol fumarate dihydrate 6micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320264009,Eformoterol fumarate dihydrate 12micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320274007,Salmeterol+fluticasone propionate 25micrograms/50micrograms CFC-free inhaler (product),Chronic respiratory disease,0
320275008,Salmeterol+fluticasone propionate 25micrograms/125micrograms CFC-free inhaler (product),Chronic respiratory disease,0
320276009,Salmeterol+fluticasone propionate 25micrograms/250micrograms CFC-free inhaler (product),Chronic respiratory disease,0
320277000,Salmeterol+fluticasone propionate 50micrograms/100micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320279002,Salmeterol+fluticasone propionate 50micrograms/250micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320280004,Salmeterol+fluticasone propionate 50micrograms/500micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320296001,Product containing precisely ephedrine hydrochloride 15 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320297005,Product containing precisely ephedrine hydrochloride 30 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320346000,Ipratropium bromide 250micrograms/1mL nebulizer solution (product),Chronic respiratory disease,0
320347009,Ipratropium bromide 500micrograms/2mL nebulizer solution (product),Chronic respiratory disease,0
320415003,Product containing precisely theophylline monohydrate (as theophylline sodium glycinate) 12 milligram/1 milliliter conventional release oral solution (clinical drug),Chronic respiratory disease,0
320445000,Salbutamol+ipratropium bromide 2.5mg/500micrograms nebulization unit (product),Chronic respiratory disease,0
320537007,Product containing precisely beclometasone dipropionate 100 microgram/1 actuation pressurized conventional release solution for inhalation (clinical drug),Chronic respiratory disease,0
320602002,Fluticasone propionate 50micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320603007,Fluticasone propionate 100micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320605000,Fluticasone propionate 500micrograms breath-actuated dry powder inhaler (product),Chronic respiratory disease,0
320610001,Fluticasone propionate 0.5mg/2mL nebulization unit (product),Chronic respiratory disease,0
320611002,Fluticasone propionate 2mg/2mL nebulization unit (product),Chronic respiratory disease,0
320614005,Fluticasone propionate 125micrograms CFC-free inhaler (product),Chronic respiratory disease,0
320615006,Fluticasone propionate 250micrograms CFC-free inhaler (product),Chronic respiratory disease,0
320618008,Fluticasone propionate 50micrograms CFC-free inhaler (product),Chronic respiratory disease,0
320667005,Product containing precisely ketotifen 1 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320884002,Product containing precisely montelukast (as montelukast sodium) 10 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
320885001,Product containing precisely montelukast (as montelukast sodium) 5 milligram/1 each conventional release chewable tablet (clinical drug),Chronic respiratory disease,0
320889007,Product containing precisely zafirlukast 20 milligram/1 each conventional release oral tablet (clinical drug),Chronic respiratory disease,0
360470001,Chronic mucus hypersecretion (disorder),Chronic respiratory disease,0
